Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa,MEA,22.82190887,28.59703401,36.89687428,37.67024468,38.46133303,39.2491182,39.99852887,40.73119916,41.46115717,42.18572732,42.78880519,..
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa (excluding high income),MNA,26.47477412,32.84371594,41.22534185,42.04450007,42.90621227,43.76038009,44.56088093,45.35207611,46.13586951,46.93303665,47.69167476,..
Population density (people per sq. km of land area),EN.POP.DNST,Middle East & North Africa (IDA & IBRD countries),TMN,26.26420608,32.52831202,40.79318098,41.60170099,42.45281658,43.29638211,44.08620823,44.86744544,45.63854143,46.42279683,47.1682934,..
Population density (people per sq. km of land area),EN.POP.DNST,Middle income,MIC,50.49869556,59.10800246,68.54035553,69.39507405,70.24663901,71.07543875,71.88942702,72.70335286,73.47960875,74.2197002,74.91804874,..
Population density (people per sq. km of land area),EN.POP.DNST,North America,NAC,15.30369789,17.26155671,19.24890687,19.38975659,19.5377713,19.68232095,19.83351883,19.97073698,20.0941818,20.20613928,20.4052819,..
Population density (people per sq. km of land area),EN.POP.DNST,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
Population density (people per sq. km of land area),EN.POP.DNST,OECD members,OED,31.11473772,33.79773735,36.78004954,37.01686474,37.26778929,37.51446808,37.75130448,37.98057267,38.19382858,38.38202251,38.58900225,..
Population density (people per sq. km of land area),EN.POP.DNST,Other small states,OSS,8.731914533,10.54846774,13.59982528,13.8919592,14.22834034,14.57947429,14.91837541,15.23400665,15.50247174,15.75397231,15.9390293,..
Population density (people per sq. km of land area),EN.POP.DNST,Pacific island small states,PSS,27.66733645,31.7082866,36.65199377,37.05714953,37.4658567,37.87267913,38.28370717,38.72584567,39.13056898,39.53343726,40.01276695,..
Population density (people per sq. km of land area),EN.POP.DNST,Post-demographic dividend,PST,30.75131417,32.55760329,34.54225765,34.69590076,34.85322386,35.00950437,35.15645468,35.29052489,35.41516907,35.51674807,35.64950775,..
Population density (people per sq. km of land area),EN.POP.DNST,Pre-demographic dividend,PRE,20.78865628,27.42548476,38.64426267,39.81261906,40.99084605,42.17005922,43.37504415,44.610805,45.86538766,47.14739616,48.46269902,..
Population density (people per sq. km of land area),EN.POP.DNST,Small states,SST,10.2223257,12.01567894,14.82516628,15.09112905,15.39302497,15.70615733,16.0082955,16.29127215,16.54792385,16.7823639,16.95327258,..
Population density (people per sq. km of land area),EN.POP.DNST,South Asia,SAS,238.8336254,294.7948464,358.0242208,362.8497959,367.5515253,372.1446759,376.6857472,381.301644,385.8461736,390.2620415,394.6507887,..
Population density (people per sq. km of land area),EN.POP.DNST,South Asia (IDA & IBRD),TSA,238.8336254,294.7948464,358.0242208,362.8497959,367.5515253,372.1446759,376.6857472,381.301644,385.8461736,390.2620415,394.6507887,..
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa,SSF,21.87496866,28.42026395,38.89877328,39.97739454,41.08291244,42.22100119,43.37026003,44.53094399,45.72461986,46.94451797,48.18998009,..
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa (excluding high income),SSA,21.87245163,28.41738222,38.8958261,39.97439923,41.07987938,42.21790383,43.36713214,44.52778964,45.72145004,46.94133551,48.18678656,..
Population density (people per sq. km of land area),EN.POP.DNST,Sub-Saharan Africa (IDA & IBRD countries),TSS,21.87496866,28.42026395,38.89877328,39.97739454,41.08291244,42.22100119,43.37026003,44.53094399,45.72461986,46.94451797,48.18998009,..
Population density (people per sq. km of land area),EN.POP.DNST,Upper middle income,UMC,36.14829325,40.49976884,44.25626696,44.63984165,45.02098002,45.38497116,45.72444917,46.05792569,46.35829283,46.62338178,46.83663046,..
Population density (people per sq. km of land area),EN.POP.DNST,World,WLD,40.83736204,47.36795116,54.94011885,55.62014712,56.29996695,56.97083501,57.63601676,58.30260848,58.94560744,59.56808007,60.17073367,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 03/01/2023,,,,,,,,,,,,,,,
